name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"13.073091, 121.388563",3/13/1994,89,78.9,82.9,101.3,78.9,88.9,76.1,80.48,0,,12.5,,,,,8.9,61.3,1011.8,67.5,8.9,,,,,1994-03-13T06:03:33,1994-03-13T18:04:46,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/14/1994,87,78.2,82.8,101.2,78.2,89.5,75.3,78.58,0,,0,,,,,8.9,57.5,1012.5,50,8.5,,,,,1994-03-14T06:02:54,1994-03-14T18:04:51,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/15/1994,86.3,78,81.5,96.6,78,86.1,75,80.87,0.08,,12.5,,,,,11.2,67.5,1013.6,85,7,,,,,1994-03-15T06:02:16,1994-03-15T18:04:56,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",3/16/1994,85.2,78.9,81.4,95.6,78.9,85.9,74.9,80.96,0.08,,25,,,,,13.4,57.5,1012.3,73.8,7.8,,,,,1994-03-16T06:01:37,1994-03-16T18:05:01,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",3/17/1994,82.1,76.7,79.9,89.2,76.7,82.9,75,85.2,0.28,,12.5,,,,,11.2,71.4,1012.2,72.5,8.2,,,,,1994-03-17T06:00:58,1994-03-17T18:05:06,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",3/18/1994,85.7,78.2,81.6,94.5,78.2,86,74.3,78.88,0.04,,12.5,,,,,6.7,81.3,1011.6,67.5,8.7,,,,,1994-03-18T06:00:18,1994-03-18T18:05:11,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",3/19/1994,86.1,78.5,81.9,93.2,78.5,86,73.4,75.78,0,,0,,,,,11.2,80,1010.5,62.5,8.3,,,,,1994-03-19T05:59:39,1994-03-19T18:05:15,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/20/1994,86.6,77.1,81.9,98.9,77.1,87.8,74.6,78.8,0.02,,12.5,,,,,11.2,92.9,1009,82.5,8.7,,,,,1994-03-20T05:58:59,1994-03-20T18:05:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",3/21/1994,87,79.4,82.1,98,79.4,86.7,75.2,79.39,0.41,,12.5,,,,,13.4,68.6,1010.2,56.3,8.4,,,,,1994-03-21T05:58:19,1994-03-21T18:05:24,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",3/22/1994,86.1,78.9,81.8,95.4,78.9,86.1,74.2,78.18,0,,0,,,,,11.2,80,1011.8,67.5,8.3,,,,,1994-03-22T05:57:39,1994-03-22T18:05:28,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/23/1994,89.3,78.2,82.7,103.8,78.2,89.2,76,80.59,0,,0,,,,,11.2,90,1011.6,54.3,9.6,,,,,1994-03-23T05:56:59,1994-03-23T18:05:32,0.4,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/24/1994,88.8,79.8,82.7,101,79.8,89.4,75.3,78.65,0,,0,,,,,8.9,72,1011.3,64.3,8.5,,,,,1994-03-24T05:56:19,1994-03-24T18:05:36,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/25/1994,86.6,78.9,82.7,96.8,78.9,89.3,75.4,79.05,0,,0,,,,,8.9,83.3,1012.4,67.1,9.2,,,,,1994-03-25T05:55:39,1994-03-25T18:05:40,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/26/1994,87.2,78.9,82.7,98,78.9,88.7,75,77.78,0,,0,,,,,11.2,67.5,1015.4,50,9.5,,,,,1994-03-26T05:54:59,1994-03-26T18:05:44,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/27/1994,83.9,78.5,80.5,90.6,78.5,83.4,73.6,79.59,0,,12.5,,,,,13.4,73.8,1017.3,91.3,9.6,,,,,1994-03-27T05:54:19,1994-03-27T18:05:47,0.5,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",3/28/1994,86.1,77.3,81,94.2,77.3,84.8,73.3,77.78,0,,0,,,,,13.4,66.3,1016.8,87.5,9.6,,,,,1994-03-28T05:53:39,1994-03-28T18:05:51,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/29/1994,87.5,78.2,82,93.2,78.2,85.6,73.1,75.07,0,,0,,,,,8.9,91.4,1014.8,55.7,9.5,,,,,1994-03-29T05:52:59,1994-03-29T18:05:55,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/30/1994,86.3,77.1,81.5,95.7,77.1,85.6,73.4,76.86,0,,0,,,,,11.2,77.1,1014.6,53.8,8.7,,,,,1994-03-30T05:52:19,1994-03-30T18:05:59,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/31/1994,87,78.2,82.1,95.1,78.2,85.7,73.3,75.36,0,,0,,,,,13.4,76.7,1013,50,9.1,,,,,1994-03-31T05:51:39,1994-03-31T18:06:02,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/1/1994,85.7,78.5,81.6,95.4,78.5,85.2,73.3,76.03,0,,0,,,,,8.9,80,1011.7,37.5,9.7,,,,,1994-04-01T05:50:59,1994-04-01T18:06:06,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/2/1994,87.2,76.4,82.1,95.1,76.4,87,73.2,74.97,0,,0,,,,,8.9,96.7,1011.2,56.3,9,,,,,1994-04-02T05:50:20,1994-04-02T18:06:10,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/3/1994,87.5,78.9,82.6,95.6,78.9,88.5,74.3,76.27,0,,0,,,,,11.2,66.3,1010.3,73.8,8.9,,,,,1994-04-03T05:49:40,1994-04-03T18:06:14,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/4/1994,87.5,78.9,83,95.6,78.9,88.8,74.3,75.42,0,,0,,,,,13.4,108,1010.4,89,8.1,,,,,1994-04-04T05:49:01,1994-04-04T18:06:18,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/5/1994,81.6,77.6,79.2,88.2,77.6,80.5,75.3,87.97,2.95,,30,,,,,15.7,80,1008.5,96,6.3,,,,,1994-04-05T05:48:22,1994-04-05T18:06:23,0.87,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,98431099999
"13.073091, 121.388563",4/6/1994,85.2,73.5,79.5,93.2,73.5,83.2,76,86.87,0.28,,25,,,,,13.4,110,1007.6,77.5,8.9,,,,,1994-04-06T05:47:43,1994-04-06T18:06:27,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",4/7/1994,84.3,77.1,79.9,93.7,77.1,83.1,75.5,86.71,0,,0,,,,,8.9,84,1006.2,85.7,7.3,,,,,1994-04-07T05:47:05,1994-04-07T18:06:31,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/8/1994,86.1,77.1,81.7,96.6,77.1,86.7,75.2,81.03,0,,0,,,,,6.7,120,1008.1,41.4,9.2,,,,,1994-04-08T05:46:27,1994-04-08T18:06:36,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/9/1994,88.4,73.7,80.2,99.8,73.7,83.5,73.4,80.76,0,,0,,,,,4.5,202.5,1009.4,34.3,7.7,,,,,1994-04-09T05:45:49,1994-04-09T18:06:41,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/10/1994,91.7,74,82.8,102.2,74,87,74.2,78.36,0,,0,,,,,4.5,176.3,1009.6,28.7,8.7,,,,,1994-04-10T05:45:11,1994-04-10T18:06:46,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/11/1994,88.1,68.6,80.6,100.7,68.6,86.5,75.2,79.49,0,,0,,,,,8.9,180,1010,41.3,8.1,,,,,1994-04-11T05:44:34,1994-04-11T18:06:51,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/12/1994,87.9,77.1,82.7,102.1,77.1,90.1,76.2,81.15,0,,0,,,,,11.2,106.7,1011.6,21.3,7.6,,,,,1994-04-12T05:43:57,1994-04-12T18:06:56,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/13/1994,87.9,82.7,85.4,101.4,93.1,96.5,77.4,77.52,0,,0,,,,,6.7,80,1013.8,20,9.3,,,,,1994-04-13T05:43:20,1994-04-13T18:07:02,0.03,Clear,Partly cloudy throughout the day.,clear-day,98431099999
"13.073091, 121.388563",4/14/1994,89.7,82.5,85.8,104.1,91.6,97.4,77.5,76.47,0,,0,,,,,8.9,96.7,1013.6,48.3,7.9,,,,,1994-04-14T05:42:44,1994-04-14T18:07:07,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/15/1994,89.7,81.6,84.4,101.2,88.5,93.4,76,76.33,0,,0,,,,,8.9,81.4,1012.6,66.3,7.6,,,,,1994-04-15T05:42:09,1994-04-15T18:07:13,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/16/1994,86.3,80.3,83.2,95.7,85.4,90.8,75.3,77.28,0,,0,,,,,8.9,86.7,1012.9,81.3,7.8,,,,,1994-04-16T05:41:33,1994-04-16T18:07:20,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/17/1994,88.8,79.4,83.2,97.8,79.4,89.4,75.5,78.18,0,,12.5,,,,,8.9,78.8,1011.1,50,9,,,,,1994-04-17T05:40:59,1994-04-17T18:07:26,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/18/1994,87.9,79.8,84.3,95.7,79.8,91.3,74.9,73.73,0,,0,,,,,8.9,88.6,1010.2,40,9.8,,,,,1994-04-18T05:40:24,1994-04-18T18:07:33,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/19/1994,89.7,80.7,84.3,98,86.2,92.1,75,74.48,0,,0,,,,,11.2,71.3,1009.9,57.5,8.7,,,,,1994-04-19T05:39:51,1994-04-19T18:07:40,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/20/1994,88.8,79.8,84.7,103,79.8,94.1,77.2,78.85,0.06,,28.57,,,,,8.9,141.4,1009.7,80,8.7,,,,,1994-04-20T05:39:17,1994-04-20T18:07:47,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,98431099999
"13.073091, 121.388563",4/21/1994,87,78,82,100.2,78,88.7,76.6,84.07,0.08,,33.33,,,,,8.9,40,1010.1,43.3,7.7,,,,,1994-04-21T05:38:45,1994-04-21T18:07:55,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",4/22/1994,89,77.1,83.2,100.3,77.1,89.4,76.2,78.05,0.12,,12.5,,,,,8.9,121.3,1009.6,53.8,9.1,,,,,1994-04-22T05:38:13,1994-04-22T18:08:03,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",4/23/1994,88.8,78,83.6,103,78,91.4,76.6,79.95,0.47,,25,,,,,11.2,134.3,1010.5,53.8,8.9,,,,,1994-04-23T05:37:41,1994-04-23T18:08:11,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,98431099999
"13.073091, 121.388563",4/24/1994,88.8,79.8,84.5,102.2,79.8,92.9,76.1,76.55,0.35,,14.29,,,,,13.4,127.1,1009.6,44.3,10.3,,,,,1994-04-24T05:37:10,1994-04-24T18:08:20,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",4/25/1994,89.7,79.8,84.7,103.3,79.8,93.8,76.9,78.05,0,,0,,,,,8.9,134.3,1009.7,55,9.4,,,,,1994-04-25T05:36:40,1994-04-25T18:08:29,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/26/1994,89.3,79.8,85.1,100.2,79.8,92.8,74.9,71.92,0.2,,14.29,,,,,11.2,72,1009.8,34.3,10.4,,,,,1994-04-26T05:36:10,1994-04-26T18:08:38,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",4/27/1994,87.9,81.6,84.9,101.4,87.7,95.4,77.1,77.62,0,,0,,,,,11.2,101.7,1009.9,63.3,10.1,,,,,1994-04-27T05:35:41,1994-04-27T18:08:47,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/28/1994,91.1,80.7,84.4,107,86.7,94.5,77.6,80.65,0.12,,14.29,,,,,4.5,110,1008.9,87.1,9.7,,,,,1994-04-28T05:35:12,1994-04-28T18:08:57,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",4/29/1994,80.7,78.2,79.4,87,78.2,81.2,76.4,90.53,0.71,,42.86,,,,,4.5,160,1008.1,87.1,7.3,,,,,1994-04-29T05:34:45,1994-04-29T18:09:07,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",4/30/1994,89.9,77.6,82.2,104.3,77.6,88.9,76.8,84.17,0,,0,,,,,4.5,282,1008.4,77.1,8.3,,,,,1994-04-30T05:34:18,1994-04-30T18:09:18,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/1/1994,89.3,80.7,85.8,105.7,86.5,97.7,77.6,76.59,0,,0,,,,,8.9,146.7,1009.9,50,9.9,,,,,1994-05-01T05:33:51,1994-05-01T18:09:29,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/2/1994,88.8,77.1,82.8,104.9,77.1,90.6,76.3,81.37,0,,14.29,,,,,6.7,162,1009.7,55.7,8.2,,,,,1994-05-02T05:33:26,1994-05-02T18:09:40,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/3/1994,89.9,76.7,83.5,107.5,76.7,91.2,76.3,79.8,0,,0,,,,,8.9,80,1008.5,52.5,8.9,,,,,1994-05-03T05:33:01,1994-05-03T18:09:51,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/4/1994,90.6,79.1,83.8,104.9,79.1,89.8,76.1,78.5,0,,0,,,,,6.7,190,1008.6,65,9.8,,,,,1994-05-04T05:32:37,1994-05-04T18:10:03,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/5/1994,94.2,76.4,85,113.2,76.4,96.2,77.9,79.92,0.04,,12.5,,,,,8.9,328,1008.2,78.8,8.1,,,,,1994-05-05T05:32:13,1994-05-05T18:10:15,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",5/6/1994,95.1,78.2,84.9,110.3,78.2,93.2,75.9,75.86,0,,0,,,,,6.7,236.7,1008.8,80,8.2,,,,,1994-05-06T05:31:51,1994-05-06T18:10:28,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/7/1994,90.6,77.6,83.9,106.5,77.6,91.4,75.9,77.4,0,,0,,,,,8.9,295,1009.2,93.8,8.3,,,,,1994-05-07T05:31:29,1994-05-07T18:10:41,0.96,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",5/8/1994,90.2,78.9,84.9,106.5,78.9,94.5,76.8,77.09,0,,0,,,,,8.9,200,1009.4,95,8.9,,,,,1994-05-08T05:31:08,1994-05-08T18:10:54,0.98,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",5/9/1994,89.7,78,84.4,104.1,78,94.7,77.5,80.25,0,,0,,,,,8.9,120,1009.5,81.3,8.4,,,,,1994-05-09T05:30:48,1994-05-09T18:11:07,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/10/1994,91.1,79.8,85.3,105.1,79.8,95.6,77.5,78.22,0.04,,12.5,,,,,8.9,200,1008.6,68.8,8.5,,,,,1994-05-10T05:30:28,1994-05-10T18:11:21,1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",5/11/1994,90.8,78.5,84.7,105.1,78.5,94.5,77.6,80.12,0,,0,,,,,8.9,105,1008,73.8,8.6,,,,,1994-05-11T05:30:10,1994-05-11T18:11:35,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/12/1994,92.6,78.2,85.5,104.9,78.2,94.8,75.9,73.58,0,,0,,,,,8.9,110,1009.1,61.3,8.2,,,,,1994-05-12T05:29:52,1994-05-12T18:11:50,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/13/1994,90.6,77.3,84.3,108.3,77.3,92.6,76.6,78.68,0.24,,14.29,,,,,6.7,180,1009.7,34.3,8.6,,,,,1994-05-13T05:29:35,1994-05-13T18:12:05,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",5/14/1994,95.3,78,86,122.8,78,98.1,77.7,76.72,0,,0,,,,,11.2,260,1009.2,53.8,9.2,,,,,1994-05-14T05:29:19,1994-05-14T18:12:20,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/15/1994,94.2,78.9,85.9,116.9,78.9,97.4,77.7,77.06,0,,0,,,,,11.2,271.4,1007.8,70,8.7,,,,,1994-05-15T05:29:04,1994-05-15T18:12:35,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/16/1994,97.4,77.3,85.2,127.6,77.3,95.7,77.9,80.12,0,,0,,,,,11.2,265,1008.9,85.7,8.3,,,,,1994-05-16T05:28:49,1994-05-16T18:12:51,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/17/1994,94.4,77.6,84.5,108.2,77.6,93.2,76.4,77.65,0,,0,,,,,6.7,248.6,1009.7,75,9.3,,,,,1994-05-17T05:28:36,1994-05-17T18:13:07,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/18/1994,91.5,78.9,83.7,106.5,78.9,91.2,75.6,77.09,0.02,,12.5,,,,,11.2,240,1008.8,82.5,8.5,,,,,1994-05-18T05:28:23,1994-05-18T18:13:23,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",5/19/1994,90.6,78.9,83.8,104.9,78.9,91.3,76.5,79.07,0,,0,,,,,8.9,118.3,1010.4,83.8,8.5,,,,,1994-05-19T05:28:11,1994-05-19T18:13:39,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/20/1994,78.2,77.1,77.6,78.2,77.1,77.7,76,94.77,1.93,,100,,,,,2.2,220,1011.9,100,13.4,,,,,1994-05-20T05:28:00,1994-05-20T18:13:56,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,98431099999
"13.073091, 121.388563",5/21/1994,89.9,80.7,84.9,104.3,88,94.8,76.8,77.21,0,,0,,,,,8.9,102.5,1009,80,8.3,,,,,1994-05-21T05:27:50,1994-05-21T18:14:13,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/22/1994,86.1,80.7,83,91.4,86.1,88.2,75.6,81.19,0.12,,25,,,,,6.7,122.5,1007.7,55,11.5,,,,,1994-05-22T05:27:41,1994-05-22T18:14:30,0.45,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,98431099999
"13.073091, 121.388563",5/23/1994,88.8,78.5,83.9,103.5,78.5,93.1,77.5,81.64,0.94,,16.67,,,,,8.9,140,1007.1,56.7,8.5,,,,,1994-05-23T05:27:33,1994-05-23T18:14:47,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",5/24/1994,91.5,79.1,83.4,107.5,79.1,92.1,78.1,84.8,0.16,,20,,,,,8.9,146.7,1006.4,84,6.5,,,,,1994-05-24T05:27:25,1994-05-24T18:15:04,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,98431099999
"13.073091, 121.388563",5/25/1994,83.4,78.9,80.2,92,78.9,82.8,77.2,91.03,1.42,,16.67,,,,,4.5,160,1005.7,100,7.2,,,,,1994-05-25T05:27:19,1994-05-25T18:15:22,0.5,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",5/26/1994,83,77.6,81.4,92.6,77.6,87.8,75.8,83.26,0.51,,25,,,,,4.5,260,1007.8,85,7.3,,,,,1994-05-26T05:27:13,1994-05-26T18:15:40,0.52,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,98431099999
"13.073091, 121.388563",5/27/1994,89.7,80.7,85.1,103.8,86,95.5,77.1,77.44,0,,0,,,,,2.2,95,1009.7,96.7,9.2,,,,,1994-05-27T05:27:08,1994-05-27T18:15:57,0.54,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",5/28/1994,90.2,78,85,107.8,78,95.7,77.4,78.33,0,,0,,,,,6.7,140,1009,80,10.5,,,,,1994-05-28T05:27:04,1994-05-28T18:16:15,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/29/1994,90.8,78.9,84.2,107,78.9,93.9,78,82.12,0,,0,,,,,11.2,257.5,1008.5,90,8.7,,,,,1994-05-29T05:27:01,1994-05-29T18:16:33,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/30/1994,94.7,78,85.6,114.5,78,96.1,77.5,77.75,0,,0,,,,,11.2,288.8,1008,87.8,8.8,,,,,1994-05-30T05:26:59,1994-05-30T18:16:51,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/31/1994,89.9,78.2,84.2,105.7,78.2,92.6,76.4,77.99,0,,0,,,,,8.9,146,1007.2,60,8.5,,,,,1994-05-31T05:26:57,1994-05-31T18:17:09,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",6/1/1994,89.9,78,84.6,104.6,78,94.1,77.2,79.15,0,,0,,,,,6.7,200,1006.7,56.3,8.2,,,,,1994-06-01T05:26:56,1994-06-01T18:17:27,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",6/2/1994,89.9,78,84,106,78,93.3,77,80.12,0.31,,12.5,,,,,13.4,195,1006.9,90,8.8,,,,,1994-06-02T05:26:56,1994-06-02T18:17:45,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",6/3/1994,89.3,77.1,82.5,114.5,77.1,92.7,78.6,88.41,0.94,,14.29,,,,,22.4,220,1008,94.3,8.7,,,,,1994-06-03T05:26:57,1994-06-03T18:18:03,0.86,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",6/4/1994,88.4,76.4,82.1,103.5,76.4,88.8,77,85.08,0.02,,11.11,,,,,6.7,192.5,1007.9,100,8.8,,,,,1994-06-04T05:26:59,1994-06-04T18:18:21,0.9,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",6/5/1994,88.1,77.6,81.1,104.3,77.6,86.3,77,87.75,0.83,,12.5,,,,,4.5,200,1008,88.8,8.9,,,,,1994-06-05T05:27:01,1994-06-05T18:18:39,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",6/6/1994,84.5,76.7,80.7,95.9,76.7,85.8,75.9,85.79,0,,0,,,,,6.7,140,1007.3,100,9.3,,,,,1994-06-06T05:27:05,1994-06-06T18:18:57,0.97,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",6/7/1994,87.5,78.2,81.7,102.9,78.2,88.3,77.3,86.86,0.55,,50,,,,,6.7,150,1008.7,98.3,9.6,,,,,1994-06-07T05:27:08,1994-06-07T18:19:15,0.99,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",6/8/1994,87.9,75.8,82.9,104,75.8,90.9,76.7,81.98,0.35,,25,,,,,11.2,111.4,1009.8,81.3,8.1,,,,,1994-06-08T05:27:13,1994-06-08T18:19:32,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,98431099999
"13.073091, 121.388563",6/9/1994,85.7,76.7,80.4,96.4,76.7,85.1,75.8,86.34,7.09,,37.5,,,,,8.9,165.7,1009.8,87.5,7.6,,,,,1994-06-09T05:27:18,1994-06-09T18:19:50,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,98431099999
"13.073091, 121.388563",6/10/1994,89.7,77.1,81.4,105.7,77.1,87.5,76.3,85.07,0.08,,12.5,,,,,4.5,125,1009.9,88.8,7.8,,,,,1994-06-10T05:27:25,1994-06-10T18:20:07,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",6/11/1994,87.9,77.1,81.9,104,77.1,88.5,76.1,82.71,0,,0,,,,,11.2,93.3,1010.7,72.9,7.5,,,,,1994-06-11T05:27:31,1994-06-11T18:20:24,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
